caption,commentable,comment_count,created_at,description,downloadable,download_count,duration,full_duration,embeddable_by,genre,has_downloads_left,id,kind,label_name,last_modified,license,likes_count,permalink,permalink_url,playback_count,public,purchase_title,purchase_url,release_date,reposts_count,secret_token,sharing,state,streamable,tag_list,title,track_format,uri,urn,user_id,visuals,waveform_url,display_date,station_urn,station_permalink,track_authorization,monetization_model,policy
,True,257,2020-01-07T08:22:40Z,,False,0,234318,234318,all,,False,739592365,track,,2021-10-08T03:46:18Z,all-rights-reserved,20295.0,yeu-lai-chut-thoi-song711-clow-x-linh-thon-prod-by-flepy-1,https://soundcloud.com/darkclowdayy/yeu-lai-chut-thoi-song711-clow-x-linh-thon-prod-by-flepy-1,2389060,True,,,,527,,public,finished,True,,Yêu lại chút thôi (#song711) - Clow x Linh Thộn (prod. by Flepy),single-track,https://api.soundcloud.com/tracks/739592365,soundcloud:tracks:739592365,569821512,,https://wave.sndcdn.com/Co14zJ8WQVm8_m.json,2020-01-11T13:00:25Z,soundcloud:system-playlists:track-stations:739592365,track-stations:739592365,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJWTiIsInN1YiI6IiIsInJpZCI6ImQxNzczY2EyLTIwMjAtNGMwYi04YzMzLWFlYTI5YzZjOTJjOSIsImlhdCI6MTYzNDgyODA4OH0.g6qHnbjcNUqF9PQkNsqpLqoSsGu_kwZD7qPEgQohFB8,NOT_APPLICABLE,ALLOW
,True,119,2019-10-02T11:20:58Z,"Lyrics Video: https://www.youtube.com/watch?v=jHBMRNLMBdA&feature=youtu.be

Artwork by - Nimvent -
Composed by Lowleepop
Produced by Pacific
Mixed n Mastered by https://soundcloud.com/wxrdie
Lyrics Video by Page "" Tớ làm video ca nhạc""

Bắt đầu một ngày mới, em gọi điện cho anh
Chúc anh vui ngày tới, anh mặc đồ cho nhanh
Lướt qua, đợi em ở dưới cổng nhà
Mới tối qua tim em nhiều vẫn lỗ hổng mà
Sáng nay em tươi roi rói
Bụng em anh nghe tiếng hơi đoi đói
Bún riêu đối diện hay sang phở gà gần rạp phim
Đôi lúc có được em là điều anh chả tin

Ta say trong giọt nắng mai
Tai phone em đang gắn tai 
Nghe những bài nhạc anh viết  
Ta say trong giọt nắng mai
Tai phone em đang gắn tai 
Nghe những bài nhạc anh viết cho em 

Em cần một tình yêu, một bờ vai em đi theo 
Một tình yêu đẹp xinh, em đã yêu từ khi nào
Mỗi khi gặp, anh ở nơi quán quen
Em gọi ly cà phê, anh trà chanh thêm đường
Em chỉ có mình anh, mỗi khi đêm buồn
Em rất buồn, nhưng giờ đã có anh 

Anh đi ra ngoài, chở em bằng con lead chiến
Yêu em yêu em mãi, yeah, điều lệ đến bất biến
Anh không thích em, khi cười với chàng khác
Gọi em là biển, mặt khác anh là hạt cát
Em rộng lớn bao la, 2 tâm hồn giao thoa, xem tình yêu này được bao xa
Tình yêu cà kê ở quán cà phê, hai ta về một nhà đê, con tim này em đã trao ta
Em là nhà thơ, anh là cây bút chì
Em thỉnh thoảng ngoan , hơi bướng bỉnh chút lì
Đôi mắt nàng thơ, đôi khi anh đắm chìm
Gửi em một cuộn băng, em tạo nên thước phim 

Contact us
/thn: https://www.facebook.com/thien.nguyen.1412
/Low Fire: https://www.facebook.com/LowFire71
/facebook: https://www.facebook.com/lowleepopmusic/
/gmail: lowleepopmusic@gmail.com",False,0,169785,169785,all,Indie,False,689921419,track,,2021-09-24T21:17:22Z,cc-by-nc-sa,5551.0,310-coffee,https://soundcloud.com/lowleepop/310-coffee,643338,True,,,2019-10-03T00:00:00Z,193,,public,finished,True,happy nice lowleepop kewt,#310 Coffee - Lowleepop ( Thn. x Low Fire),single-track,https://api.soundcloud.com/tracks/689921419,soundcloud:tracks:689921419,708218848,,https://wave.sndcdn.com/aKg4ySaUH9UL_m.json,2019-10-03T12:55:51Z,soundcloud:system-playlists:track-stations:689921419,track-stations:689921419,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJWTiIsInN1YiI6IiIsInJpZCI6IjJkMTc2OWIwLWVlNDMtNDcwYi1hMmYyLWRhNDg0NjczZjNmZSIsImlhdCI6MTYzNDgyODA4OH0.q30EnWeawg3XvT6_FOFHWbx9XlGYEkPTyt7T_X2yBNs,NOT_APPLICABLE,ALLOW
,True,11,2020-10-23T19:24:27Z,"Youtube: https://youtu.be/2FGR_EU14i8

-------
Music Producer: Moyen Nguyen
Mixing & Mastering: MCMA
Composer: Tú Tú (Bụng Mỡ), MANBO
-------- 
►Theo dõi MANBO: 
https://facebook.com/grd.manbo/ 
https://instagram.com/grd.manbo/ 
https://soundcloud.com/grdmanbo/ 
►Theo dõi CHANEE: 
https://facebook.com/thuy.chanee/
https://instagram.com/thuy.chanee/

►Nắng đã có mặt trên mọi nền tảng:
https://backl.ink/143155633
►Nắng đã có mặt trên Nhaccuatui:
https://www.nhaccuatui.com/bai-hat/na...

Theo dõi Kênh GERDNANG : metub.net/GERDNANG
#MANBO #CHANEE #GERDNANG #NANG",False,0,165329,165329,all,R&B & Soul,False,916724584,track,,2020-11-25T03:09:35Z,all-rights-reserved,1497.0,n-ng-manbo-x-chanee,https://soundcloud.com/grdmanbo/n-ng-manbo-x-chanee,127453,True,,,,77,,public,finished,True,,NẮNG - MANBO X CHANEE,single-track,https://api.soundcloud.com/tracks/916724584,soundcloud:tracks:916724584,181112697,,https://wave.sndcdn.com/qTr6XnWSNuPo_m.json,2020-10-23T19:24:27Z,soundcloud:system-playlists:track-stations:916724584,track-stations:916724584,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJWTiIsInN1YiI6IiIsInJpZCI6Ijc2NDQ1ODIyLTI5ZWUtNDc4OC05ZDRmLWNiYjc4MWYxZWU2OCIsImlhdCI6MTYzNDgyODA4OX0.FG1DmdsgyYugrnX0kByLVuvD8CsFMKpJeUwVmP4ETxQ,NOT_APPLICABLE,ALLOW
,True,9,2019-01-23T12:37:40Z,"Follow the Artist
*DaFame:
+Insta: @dafame69
+FP: https://www.facebook.com/DaFame69Official
*Daeron:
+Insta: @prodbydaeron
+FP: https://www.facebook.com/vuanhduy.le
+Sc: https://soundcloud.com/le-vu-anh-duy


© Bản quyền thuộc về 69KLUB (Kim Entertainment) & RioX Team
© Copyright by 69KLUB & RioX 

#DaFame #Daeron #HanoinU #Official",False,0,275381,275381,all,Pop,False,563366595,track,,2020-07-13T10:03:16Z,all-rights-reserved,2419.0,hanoi-n-u,https://soundcloud.com/prodbydaeron/hanoi-n-u,551463,True,,,,65,,public,finished,True,,DaFame & Daeron - Hanoi n U (Original Mix),single-track,https://api.soundcloud.com/tracks/563366595,soundcloud:tracks:563366595,255987783,,https://wave.sndcdn.com/7qOGvbVMWGE5_m.json,2019-01-27T03:25:23Z,soundcloud:system-playlists:track-stations:563366595,track-stations:563366595,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJWTiIsInN1YiI6IiIsInJpZCI6ImIzNDhhNjY5LWUwMDEtNDBjMC04MjI2LTQ2NWMwYzVmMzc0YiIsImlhdCI6MTYzNDgyODA4OX0.KITtNQ6qmaSBbN0iTQbcy-jwISolqd7efM_APkJ7neY,NOT_APPLICABLE,ALLOW
,True,1107,2019-10-25T04:48:16Z,,False,0,205009,205009,all,,False,701416732,track,,2021-10-10T19:40:49Z,all-rights-reserved,36172.0,tuong-tu-clow-x-flepy-ft-darkc,https://soundcloud.com/darkclowdayy/tuong-tu-clow-x-flepy-ft-darkc,3709915,True,,,,1083,,public,finished,True,,Tương tư - Clow x Flepy (ft. DarkC),single-track,https://api.soundcloud.com/tracks/701416732,soundcloud:tracks:701416732,569821512,,https://wave.sndcdn.com/gnV2TUJ5kmK3_m.json,2019-10-26T14:04:18Z,soundcloud:system-playlists:track-stations:701416732,track-stations:701416732,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJWTiIsInN1YiI6IiIsInJpZCI6IjcwOWU3ZmNkLTgzYzQtNDJmYi1iNDk3LTAxNzJmYzAzY2I5MyIsImlhdCI6MTYzNDgyODA5MH0.3ru93wcqNxWiP1n7jyh9oxfmGS6om4BrK6igh5Byy2U,NOT_APPLICABLE,ALLOW
,True,61,2019-02-16T06:34:51Z,"Lyrics:
Ver 1:
Em à! 0h sáng đồng hồ điểm cũng là lúc nửa đêm
Như mọi ngày lại vào Facebook xem những tấm hình của em
Miệng cười nhẹ,đầu thì nghĩ đến những điều xa xôi
Không cần thi Miss Hutech em cũng là hoa khôi!
Này em,anh không quen nói lời đường mật
Cuộc sống của anh là những bộn bề với những âu lo thường nhật
Anh còn trẻ,nhiều hoài bão mà anh vẫn chưa thực hiện
Nhưng mọi âu lo muộn phiền tan biến khi được nhìn thấy em cười trực diện
Anh thì,một người bình thường và chẳng có gì ấn tượng
Thôi thì...cứ nhắm mắt và để cho cảm xúc dẫn đường
Ngoài trời sắp đổ mưa,đàn chim lại bay nháo nhác
Trời trở gió rồi em ơi,tối ra ngoài thì nhớ đem áo khoác
Nhớ cái lần đầu gặp em,đôi mắt ấy anh chẳng thể quên
Khi màn đêm xuống có những nỗi nhớ mà anh cũng chẳng kể tên
Em nhỏ nhắn yếu đuối như cành khô ở trước gió
Nhưng tình yêu anh là đường dài vô tận nên không dùng thước đo!
Hook:
Anh muốn trò chuyện cùng em mỗi tối để tặng em 1 nụ hôn xa
Khoảng cách có trăm đường vạn lối cũng chẳng thể chia rẽ đôi ta
Dù không ở bên,nhưng vẫn luôn dõi theo đoạn đường em bước
Anh vẫn sẽ vậy thôi,trang cá nhân của em thì luôn ở chế độ xem trước
( X2 )
Ver 2:
Từng hạt mưa vẫn cứ rơi và gió vẫn đưa bên ô cửa sổ
Anh mong rằng tim mình bé lại thời gian quay về cái thời thuở nhỏ
Chưa biết thương,chưa biết nhớ,không phải buồn sau mỗi lần
Nửa đêm gần sáng chấm xanh vụt tắt là nỗi nhớ em tăng lên bội phần
Anh thì chỉ vậy,có nhiều vướng bận chẳng cần kê khai
Hay ngồi cà kê với tụi bạn ăn kem dừa trên đường D2
Không lên Bar,không cờ bạc cũng chẳng hề thích phê pha
Chỉ cần em chịu nắm lấy tay anh-anh sẽ đi cùng em đến khi về già
Càng uống anh càng thêm say,anh chả biết làm gì đêm nay
Hay là cứ tưởng tượng về em để cho lời nhạc của mình càng thêm hay
Viết ra đây,viết ra đây hết những tâm tư mà anh kìm nén
Em giống như Google vì trong em luôn có mọi thứ mà anh đang tìm kiếm...
Hook:
Anh muốn trò chuyện cùng em mỗi tối để tặng em 1 nụ hôn xa
Khoảng cách có trăm đường vạn lối cũng chẳng thể chia rẽ đôi ta
Dù không ở bên,nhưng vẫn luôn dõi theo đoạn đường em bước
Anh vẫn sẽ vậy thôi,trang cá nhân của em thì luôn ở chế độ xem trước
( x2 )
...
Trong đôi mắt em là cả một bầu trời
Mang đến cho anh những rung động đầu đời
Theo anh mỗi ngày là nỗi nhớ đầy vơi
Tài sản giá trị mà bây giờ anh có là Emmm,và những tháng ngày trôiiiii
Outro:
Nên anh gọi tắt đó là emmm (Đó là emmm) x",False,0,233347,233347,all,Hip-hop & Rap,False,576240237,track,,2021-03-03T17:06:30Z,all-rights-reserved,4538.0,do-la-emmm-right-tee-vrp,https://soundcloud.com/rightteevrp1998/do-la-emmm-right-tee-vrp,762266,True,,,,154,,public,finished,True,,Đó là Emmm - Right Tee,single-track,https://api.soundcloud.com/tracks/576240237,soundcloud:tracks:576240237,589801644,,https://wave.sndcdn.com/fv5HKEQZbx0X_m.json,2019-02-16T06:34:51Z,soundcloud:system-playlists:track-stations:576240237,track-stations:576240237,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJWTiIsInN1YiI6IiIsInJpZCI6ImM4MDNmNmI5LTdhNzMtNDI5MS05MGFkLTg0OTBhMWRlM2U0NCIsImlhdCI6MTYzNDgyODA5MX0.W9nRvfs9AxRp64W6NneiRaFfBMCrNFuSAQ99VDfRiWA,NOT_APPLICABLE,ALLOW
,True,23,2019-09-19T10:05:45Z,"Lyrics:
Ver 1:
Giữa ngã tư là đèn đỏ
Ánh đèn đêm có ngọn xanh rồi ngọn đỏ
Có những cảm xúc mình không cần biết tên
Chỉ cần khi nghĩ về em là đôi dòng được viết lên
Trên nhánh lá còn đọng những giọt sương
Những chuyện đã cũ liệu em vẫn còn vương?
Anh cầm cưa là em không lối thoát
Vì muốn bận yêu nên anh cần đối tác
♥Em luôn bên anh là được rồi
♥Đôi khi câu ca anh vẫn không thuộc lời
♥Ươm cho yêu thương kia mọc chồi
♥Yêu luôn đi thôi nghĩ điều gì mà xa xôi
Nói với anh là được nha
Đường vào tim em bao nhiêu đèn đỏ anh cũng vượt qua!
Mơ về 1 ngày khi hai ta chung 1 nhà
Tự nhiên anh thấy vui như khi nhận được quà
Anh chẳng thích nắng cũng chẳng hề thích mưa
Vì còn bận chắc chắn xem em giờ đã thích chưa
Dù em thích hay chưa thì anh đây cũng vẫn thế
Liêm sỉ gì với anh tầm này vì anh còn vẫn ế
Nói thật là dạo này anh hơi lười
Chả muốn làm gì ngoài việc ngắm em hé môi cười
Nếu thích em là sai giống như vi phạm luật giao thông
Thì dăm ba cái vượt đèn đỏ, xời tại sao không?
Tại sao không?
Vượt đèn đỏ, tại sao không?
Tại sao?
Tại sao?
Vượt đèn đỏ, tại sao không?

Ver 2:
Anh bị chốt bắt không phải tội bay đêm
Nồng độ cồn quá mức quy định cũng chỉ vì say em
Anh học Marketing nhưng không muốn khảo sát thị trường
Chỉ muốn khảo sát tình cảm của em, kể cũng dị thường
Ò… I-phone thì anh đã có
Chỉ là chưa có I-đó cạnh bên
Hiểu điều anh nói bên trên
Thì duyên này thử biết đâu sẽ bền
♥Rồi ai sẽ đi bên anh, cầm chặt tay anh trên con đường dàiii
♥Hãy đến bên anh để trời mây thêm xanh cùng anh đến tương laiii

CH4 là Mê-tan
Còn anh thì Mê-em
Nhìn em đẹp mê man
Anh lại viết thêm trang, bài này thử chê xem!
Chốt lại là bật đèn xanh hay để anh tự vượt???
Vắng em con tim này anh không cầm cự được
Em là vì sao nhỏ nhưng lại sáng nhất
Awww…là báu vật mà anh phải ráng cất
Thêm Electron để tạo cấu hình bền vững với em
Anh sẽ không còn buồn, sẽ vui từ sáng tới đêm
Em là vị trí cân bằng, anh sẽ là con lắc đơn
Sẽ luôn dao động quanh em, tình mình gắn chắc hơn!

(♥Rồi ai sẽ đi bên anh, cầm chặt tay anh trên con đường dàiii
♥Hãy đến bên anh để trời mây thêm xanh cùng anh đến tương laiii

CH4 là Mê-tan
Còn anh thì Mê-em
Nhìn em đẹp mê man
Anh lại viết thêm trang, bài này thử chê xem!)",False,0,285440,285440,all,Hip-hop & Rap,False,683250464,track,,2020-03-09T00:46:58Z,all-rights-reserved,2619.0,vuot-den-do-right-tee-x-d-d-k,https://soundcloud.com/rightteevrp1998/vuot-den-do-right-tee-x-d-d-k,356292,True,,,,108,,public,finished,True,"""Rap "" FutureBass",Vượt Đèn Đỏ - Right Tee x Đ D K,single-track,https://api.soundcloud.com/tracks/683250464,soundcloud:tracks:683250464,589801644,,https://wave.sndcdn.com/0Rp3cedf4dLH_m.json,2019-09-19T11:03:12Z,soundcloud:system-playlists:track-stations:683250464,track-stations:683250464,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJWTiIsInN1YiI6IiIsInJpZCI6Ijk0Y2I4NjYwLTNiMzQtNGU3NC1iOTY5LTA1MDQwMTU1MjRjYiIsImlhdCI6MTYzNDgyODA5MX0.yVmg8RsP7ERf7o4pHvUq2acblA7tokYDxgsZ7FVl3NA,NOT_APPLICABLE,ALLOW
,True,33,2019-07-27T13:09:49Z,"Lyrics: 
Ver 1-Right Tee:
Cơn mưa mùa hạ vừa xuống, bài hát cũ anh còn ngân vang
Tưới mát lên tâm hồn cằn cỗi, trái tim em ngập tràn hân hoan
Bao nhiêu ngày dài trôi qua mà sao tình mình còn chưa đơm trái?
Em như bông tường vi trong nắng sẽ lại toả sắc vào mỗi sớm mai
Anh vẫn nghe mọi người thường nói là...Thích là phải nhích
Giờ anh phải làm sao khi bài toán này còn khó hơn phương trình giải tích
Nụ cười của em, khắc dấu ấn vào lục phủ ngũ tạng
Nên anh không muốn cứ như vậy mãi, anh muốn nhiều hơn 1 chữ BẠN
Nhưng không phải là BẠN THÂN
Khó khăn không thể cản chân
Anh gầy vì tương tư về em đâu phải là giảm cân
Nói chung là giờ anh muốn dành những điều tốt nhất cho em
Đây thay cho lời tỏ tình nên em hãy mở bài này to lên
Hook 1:
UNFRIEND AND FALL IN LOVE
Để mình cùng bớt cô đơn
UNFRIEND AND FALL IN LOVE
Để đôi mi ướt khô hơn
Đã bao ngày qua anh tương tư em mà sao em không để ý?
Nếu 1 ngày bị em từ chối chắc anh bay hơi giống như thể khí
UNFRIEND AND FALL IN LOVE 
Vì trái tim mách bảo anh phải tiến lên
UNFRIEND AND FALL IN LOVE 
Tình yêu trong anh như đồ thị biến thiên
Từ nay em nên đổi biệt danh của anh là chàng trai mở đường
Vì mở lối vào trái tim em với anh nó đã là sở trường

Ver 2:
Giờ chậm lại 1 chút, để em nghe rõ từng câu
Chọn 1 trong 2 thì em chọn nâu đá hay 1 cái thơm má thật lâu?
Black Rouge đỏ vẫn còn đọng trên nếp môi
Sao mà em đáng yêu đến vậy hở? Chết tôi
Hãy đến ôm anh đi, còn chuyện buồn thì để lúc khác
Mọi phản ứng của anh đều cần có em bởi vì em là chất xúc tác
Không phải Matcha, bạc xỉu hay đen đá không đường
Anh thích uống ánh mắt của em hơn những loại đồ uống thông thường
Vừa cận, vừa ngáo, vừa lùn mà sao làm tôi bối rối
Muốn gặp em mỗi ngày, trò chuyện cùng em mỗi tối
Đường em về nếu chỉ có 1 mình để anh đi cùng cho đỡ sợ
Nếu nụ cười em là 1 khoản vay thì chắc đời này anh vỡ nợ

Hook 2:
UNFRIEND AND FALL IN LOVE
Để mình cùng bớt cô đơn
UNFRIEND AND FALL IN LOVE
Để đôi mi ướt khô hơn
Anh coi chở che cho em mỗi ngày là nhiệm vụ cao cả
Nắm tay em từ hạ sang đông, 1 vòng trái đất rồi sao hỏa
UNFRIEND AND FALL IN LOVE 
Vì trái tim mách bảo anh phải tiến lên
UNFRIEND AND FALL IN LOVE 
Tình yêu trong anh như đồ thị biến thiên
Ngồi lại với anh mở bản nhạc yêu tích rồi mình cùng nhau nghe
Mỗi đoạn đường mà anh đi qua đều đẹp khi có em ngồi sau xe

Melody-Beandean: 
Hãy đến bên em, dù cho có cách xa
Lòng em luôn vẫn tin mình gần nhau mãi
Dù không thể nói ra
Người ơi anh đâu biết trong lòng
Em mong về ngày mình chung đôi
(Hú hơ….)
Em mong về ngày ngày mình chung đôiiiii…

Hook 3:
UNFRIEND AND FALL IN LOVE
Để mình cùng bớt cô đơn
UNFRIEND AND FALL IN LOVE
Để đôi mi ướt khô hơn
Anh coi chở che cho em mỗi ngày là nhiệm vụ cao cả
Nắm tay em từ hạ sang đông, 1 vòng trái đất rồi sao hỏa
UNFRIEND AND FALL IN LOVE 
Vì trái tim mách bảo anh phải tiến lên
UNFRIEND AND FALL IN LOVE 
Tình yêu trong anh như đồ thị biến thiên
Từ khi em đến khoảng trời u tối bỗng hóa ngời xanh
Anh biết đây là món quà tạo hóa đã ban cho đời anh.
(UNFRIEND AND FALL IN LOVE……..)",False,0,211741,211741,all,Hip-hop & Rap,False,657182609,track,,2021-02-08T06:43:21Z,all-rights-reserved,2176.0,unfriend-and-fall-in-love-right-tee-ft-beandean,https://soundcloud.com/rightteevrp1998/unfriend-and-fall-in-love-right-tee-ft-beandean,464005,True,,,,77,,public,finished,True,RightTee BeanDean,Unfriend And Fall In Love - Right Tee Ft. BeanDean,single-track,https://api.soundcloud.com/tracks/657182609,soundcloud:tracks:657182609,589801644,,https://wave.sndcdn.com/4Tv3EsiO73hN_m.json,2019-07-27T13:09:49Z,soundcloud:system-playlists:track-stations:657182609,track-stations:657182609,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJWTiIsInN1YiI6IiIsInJpZCI6IjI0MmFkODNiLWRjNTEtNDZhMi1iOTBjLTQ5MDQ5OGMxYzY4ZiIsImlhdCI6MTYzNDgyODA5Mn0.uryNjB0EY_GDKXBtZ1IRmk1WoiKa4uOSK0EtDLYNizc,NOT_APPLICABLE,ALLOW
,True,434,2019-02-01T05:54:36Z,,False,0,200090,200090,all,,False,568331088,track,,2021-10-08T14:48:23Z,all-rights-reserved,22545.0,nhung-dong-tin-nhan-minh-huy-ft-pinny,https://soundcloud.com/minh-huy-816487474/nhung-dong-tin-nhan-minh-huy-ft-pinny,2336705,True,,,,844,,public,finished,True,,Những Dòng Tin Nhắn - Minh Huy ft Pinny,single-track,https://api.soundcloud.com/tracks/568331088,soundcloud:tracks:568331088,409479045,,https://wave.sndcdn.com/xCqze1kpv3SV_m.json,2019-02-01T05:54:36Z,soundcloud:system-playlists:track-stations:568331088,track-stations:568331088,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJWTiIsInN1YiI6IiIsInJpZCI6ImJjOTUzYmM5LTI3ZWMtNGJmZi05NThhLWM1Mjc2YThjMzBlOSIsImlhdCI6MTYzNDgyODA5Mn0.smdkNfTn6uKLPIiWoS1kfITbnKD9Fb_0FP-4mQ6KEtY,NOT_APPLICABLE,ALLOW
,True,352,2019-04-27T06:34:03Z,"Artist: 1nG, Dick, 2Can
Arranger: Square Beats
Mashup: Cofm

Lyrics on youtube: https://youtu.be/rt0gojY_i5o
Zingmp3: https://zingmp3.vn/bai-hat/Ai-dua-em-ve-neu-mot-ngay-chung-ta-khong-con-gap-1nG-x-Dick-x-2Can/ZWAD6EFA.html
Nhaccuatui: https://www.nhaccuatui.com/bai-hat/ai-dua-em-ve-neu-mot-ngay-chung-ta-khong-con-gap-mashup-1ng-ft-dick-ft-2can.Gq1v06pFblwz.html
Beat/ins: https://www.youtube.com/watch?v=bG8b5ZPrLHY

Follow me: https://www.facebook.com/leminhchuc95

Ai Đưa Em Về - 1nG
Nếu Một Ngày Chúng Ta Không Còn Gặp - Dick ft. 2Can

For my heartbreaker, Ice
10.03.2019

Hope you enjoy, peace!
#TNS4LIFE",False,0,522601,522601,all,Hip-hop & Rap,False,612107445,track,,2021-08-26T11:19:16Z,all-rights-reserved,21018.0,ai-dua-em-ve-neu-mot-ngay-chung-ta-khong-con-gap-mashup,https://soundcloud.com/leminhchuc/ai-dua-em-ve-neu-mot-ngay-chung-ta-khong-con-gap-mashup,2554816,True,,,2019-04-27T00:00:00Z,749,,public,finished,True,1nG Dick 2Can TNS Mashup,Ai đưa em về nếu một ngày chúng ta không còn gặp (Mashup),single-track,https://api.soundcloud.com/tracks/612107445,soundcloud:tracks:612107445,65413654,,https://wave.sndcdn.com/cn4cCDDVXoJ7_m.json,2019-04-27T06:34:03Z,soundcloud:system-playlists:track-stations:612107445,track-stations:612107445,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJWTiIsInN1YiI6IiIsInJpZCI6Ijc5OTJmMjIyLWRkNTgtNGU4YS04ODBmLTA1Yjc3NzI5M2Q0YSIsImlhdCI6MTYzNDgyODA5Mn0.EhS3fUV6791rTeFg2el20nRrD5qMQCoN3zZsWsi0rsw,NOT_APPLICABLE,ALLOW
,True,76,2020-04-23T11:55:47Z,"MV: https://www.youtube.com/watch?v=BHqctawsiG0
Click more to download or
Download for free on The Artist Union: https://theartistunion.com/tracks/cebd28

Song: Anh có yêu em không - NTee x Bowiee
Composer: NTee, Bowiee
Recording Studio: Big Brand
Mix & Master: Hải Nguyễn
Artwork: Lan Phương, Gems

Follow NTee :
Facebook: https://facebook.com/LLOVINUU
Youtube: https://www.youtube.com/channel/UC4C89Mou5kHCf-Fas2gyzhA

Follow Bowiee :
Facebook: https://facebook.com/milicious
Youtube: https://www.youtube.com/channel/UCQTRP-__-dYDfkJb0-SYYOA",True,69,172617,172617,all,Hip-hop & Rap,True,805240192,track,,2021-07-12T01:34:55Z,all-rights-reserved,2482.0,anh-co-yeu-em-khong-ntee-x-bowiee,https://soundcloud.com/th-nh-nguy-n-50413107/anh-co-yeu-em-khong-ntee-x-bowiee,310246,True,,,,57,,public,finished,True,,Anh Có Yêu Em Không - NTee x Bowiee,single-track,https://api.soundcloud.com/tracks/805240192,soundcloud:tracks:805240192,248396276,,https://wave.sndcdn.com/rOA8MaSxtZ4P_m.json,2020-04-23T11:55:47Z,soundcloud:system-playlists:track-stations:805240192,track-stations:805240192,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJWTiIsInN1YiI6IiIsInJpZCI6IjJjNjE3ODA4LTFmZTMtNGZhNC05MDRiLTNiMWFjNWI2NzVkYiIsImlhdCI6MTYzNDgyODA5M30.84aSiFPTnbUvWDY-I_Z9Sw7hj1qPyIj_hbsDKC6BRr8,NOT_APPLICABLE,ALLOW
